Company,SIC,IndustryClassification,Industry,FiscalYearEnd,FiscalYear,Date,Assets,StockholdersEquity,Revenue,NetIncome,ProfitMargin
ABIOMED INC,3841,Instruments & Related Products,Manufacturing,331,2020,3/31/2021,1494359000,1329675000,847522000,225525000,0.2661
CARNIVAL CORP,4400,Water Transportation,Transportation & Public Utilities,1130,2023,11/30/2023,49120000000,6882000000,21593000000,-74000000,-0.0034
CARNIVAL CORP,4400,Water Transportation,Transportation & Public Utilities,1130,2022,11/30/2022,51703000000,7065000000,12168000000,-6093000000,-0.5007
CARNIVAL CORP,4400,Water Transportation,Transportation & Public Utilities,1130,2021,11/30/2021,53344000000,12144000000,1908000000,-9501000000,-4.9796
CARNIVAL CORP,4400,Water Transportation,Transportation & Public Utilities,1130,2020,11/30/2020,53593000000,20555000000,5595000000,-10236000000,-1.8295
FASTENAL CO,5200,Building Materials & Gardening Supplies,Retail Trade,1231,2023,12/31/2023,4462900000,3348800000,7346700000,1155000000,0.1572
FASTENAL CO,5200,Building Materials & Gardening Supplies,Retail Trade,1231,2022,12/31/2022,4548600000,3163200000,6980600000,1086900000,0.1557
FASTENAL CO,5200,Building Materials & Gardening Supplies,Retail Trade,1231,2021,12/31/2021,4299000000,3042200000,6010900000,925000000,0.1539
FASTENAL CO,5200,Building Materials & Gardening Supplies,Retail Trade,1231,2020,12/31/2020,3964700000,2733200000,5647300000,859100000,0.1521
TERADATA CORP /DE/,7372,Business Services,Services,1231,2023,12/31/2023,1873000000,135000000,1833000000,62000000,0.0338
TERADATA CORP /DE/,7372,Business Services,Services,1231,2022,12/31/2022,2022000000,258000000,1795000000,33000000,0.0184
TERADATA CORP /DE/,7372,Business Services,Services,1231,2021,12/31/2021,2169000000,460000000,1917000000,147000000,0.0767
TERADATA CORP /DE/,7372,Business Services,Services,1231,2020,12/31/2020,2193000000,400000000,1836000000,129000000,0.0703
CONMED CORP,3845,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,2300021000,834222000,1244744000,64459000,0.0518
CONMED CORP,3845,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,2297592000,745545000,1045472000,-80582000,-0.0771
CONMED CORP,3845,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,1766017000,785435000,1010635000,62542000,0.0619
CONMED CORP,3845,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,1751673000,709038000,862459000,9517000,0.0110
SYNAPTICS INC,3674,Electronic & Other Electric Equipment,Manufacturing,630,2024,6/30/2024,2825000000,1466800000,959400000,125600000,0.1309
SYNAPTICS INC,3674,Electronic & Other Electric Equipment,Manufacturing,630,2023,6/30/2023,2611400000,1243400000,1355100000,73600000,0.0543
SYNAPTICS INC,3674,Electronic & Other Electric Equipment,Manufacturing,630,2022,6/30/2022,2858100000,1266400000,1739700000,257500000,0.1480
SYNAPTICS INC,3674,Electronic & Other Electric Equipment,Manufacturing,630,2021,6/30/2021,2226800000,967200000,1339600000,79600000,0.0594
DENTSPLY SIRONA INC.,3843,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,7370000000,3293000000,3965000000,-132000000,-0.0333
DENTSPLY SIRONA INC.,3843,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,7643000000,3811000000,3922000000,-950000000,-0.2422
DENTSPLY SIRONA INC.,3843,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,9220000000,5042000000,4251000000,421000000,0.0990
DENTSPLY SIRONA INC.,3843,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,9342000000,4967000000,3342000000,-83000000,-0.0248
TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,43479000000,7506000000,15846000000,-559000000,-0.0353
TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,44006000000,7897000000,14925000000,-2353000000,-0.1577
TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,47666000000,10278000000,15878000000,417000000,0.0263
TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,50640000000,10026000000,16659000000,-3990000000,-0.2395
ALBANY INTERNATIONAL CORP /DE/,2221,Textile Mill Products,Manufacturing,1231,2023,12/31/2023,1835014000,961368000,1147909000,111120000,0.0968
ALBANY INTERNATIONAL CORP /DE/,2221,Textile Mill Products,Manufacturing,1231,2022,12/31/2022,1642255000,863049000,1034887000,95762000,0.0925
ALBANY INTERNATIONAL CORP /DE/,2221,Textile Mill Products,Manufacturing,1231,2021,12/31/2021,1556064000,873967000,929240000,118478000,0.1275
ALBANY INTERNATIONAL CORP /DE/,2221,Textile Mill Products,Manufacturing,1231,2020,12/31/2020,1549936000,816066000,900610000,98589000,0.1095
AMERIPRISE FINANCIAL INC,6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,1.75191E+11,4729000000,16096000000,2556000000,0.1588
AMERIPRISE FINANCIAL INC,6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,1.58468E+11,3613000000,14347000000,2559000000,0.1784
AMERIPRISE FINANCIAL INC,6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,1.75979E+11,5685000000,13443000000,2760000000,0.2053
AMERIPRISE FINANCIAL INC,6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,1.65883E+11,5867000000,11958000000,1534000000,0.1283
UNITED STATES LIME & MINERALS INC,1400,"Nonmetallic Minerals, Except Fuels",Mining,1231,2023,12/31/2023,440602000,393104000,281330000,74549000,0.2650
UNITED STATES LIME & MINERALS INC,1400,"Nonmetallic Minerals, Except Fuels",Mining,1231,2022,12/31/2022,367772000,321088000,236150000,45429000,0.1924
UNITED STATES LIME & MINERALS INC,1400,"Nonmetallic Minerals, Except Fuels",Mining,1231,2021,12/31/2021,316196000,278206000,189255000,37045000,0.1957
UNITED STATES LIME & MINERALS INC,1400,"Nonmetallic Minerals, Except Fuels",Mining,1231,2020,12/31/2020,279098000,243192000,160704000,28223000,0.1756
AMPHENOL CORP /DE/,3678,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,16526400000,8346500000,12554700000,1928000000,0.1536
AMPHENOL CORP /DE/,3678,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,15326200000,7015600000,12623000000,1902300000,0.1507
AMPHENOL CORP /DE/,3678,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,14678400000,6302000000,10876300000,1590800000,0.1463
AMPHENOL CORP /DE/,3678,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,12327300000,5384900000,8598900000,1203400000,0.1399
COHERENT CORP.,3827,Instruments & Related Products,Manufacturing,630,2024,6/30/2024,14488634000,5210115000,4707688000,-156154000,-0.0332
COHERENT CORP.,3827,Instruments & Related Products,Manufacturing,630,2023,6/30/2023,13711133000,4987551000,5160100000,-259458000,-0.0503
II-VI INC,3827,Instruments & Related Products,Manufacturing,630,2022,6/30/2022,7844846000,3616475000,3316616000,234759000,0.0708
II-VI INC,3827,Instruments & Related Products,Manufacturing,630,2021,6/30/2021,6512650000,3406170000,3105891000,297552000,0.0958
"ANDERSONS, INC.",5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2023,12/31/2023,3855007000,1282899000,14750112000,101190000,0.0069
"ANDERSONS, INC.",5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2022,12/31/2022,4607996000,1198601000,17325384000,131080000,0.0076
"ANDERSONS, INC.",5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2021,12/31/2021,4569219000,1072425000,12612050000,103986000,0.0082
"ANDERSONS, INC.",5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2020,12/31/2020,4272121000,961891000,8208436000,7710000,0.0009
UNITED STATES CELLULAR CORP,4812,Communications,Transportation & Public Utilities,1231,2023,12/31/2023,10750000000,4626000000,3906000000,54000000,0.0138
UNITED STATES CELLULAR CORP,4812,Communications,Transportation & Public Utilities,1231,2022,12/31/2022,11119000000,4554000000,4169000000,30000000,0.0072
UNITED STATES CELLULAR CORP,4812,Communications,Transportation & Public Utilities,1231,2021,12/31/2021,10341000000,4547000000,4122000000,155000000,0.0376
UNITED STATES CELLULAR CORP,4812,Communications,Transportation & Public Utilities,1231,2020,12/31/2020,9681000000,4411000000,4037000000,229000000,0.0567
EOG RESOURCES INC,1311,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,43857000000,28090000000,24186000000,7594000000,0.3140
EOG RESOURCES INC,1311,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,41371000000,24779000000,25702000000,7759000000,0.3019
"PAR PACIFIC HOLDINGS, INC.",1311,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,3863950000,1335424000,8231955000,728642000,0.0885
"PAR PACIFIC HOLDINGS, INC.",1311,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,3280647000,644537000,7321785000,364189000,0.0497
"PAR PACIFIC HOLDINGS, INC.",1311,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,2570251000,265700000,4710089000,-81297000,-0.0173
"PAR PACIFIC HOLDINGS, INC.",1311,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,2133861000,246274000,3124870000,-409086000,-0.1309
RAVEN INDUSTRIES INC,3081,Rubber & Miscellaneous Plastics Products,Manufacturing,131,2020,1/31/2021,409371000,331355000,348359000,18876000,0.0542
PULTEGROUP INC/MI/,1531,General Building Contractors,Construction,1231,2023,12/31/2023,16087050000,10383257000,16061578000,2602372000,0.1620
PULTEGROUP INC/MI/,1531,General Building Contractors,Construction,1231,2022,12/31/2022,14796515000,8914098000,16228995000,2617317000,0.1613
PULTEGROUP INC/MI/,1531,General Building Contractors,Construction,1231,2021,12/31/2021,13352631000,7489515000,13926882000,1946320000,0.1398
PULTEGROUP INC/MI/,1531,General Building Contractors,Construction,1231,2020,12/31/2020,12205498000,6569989000,11036082000,1406839000,0.1275
INTER PARFUMS INC,2844,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,1369329000,699393000,1317700000,152654000,0.1158
INTER PARFUMS INC,2844,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,1308542000,616782000,1086700000,120938000,0.1113
INTER PARFUMS INC,2844,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1145364000,571920000,879500000,87411000,0.0994
INTER PARFUMS INC,2844,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,890145000,535835000,539000000,38219000,0.0709
CLEAN HARBORS INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,6382869000,2247506000,5409152000,377856000,0.0699
CLEAN HARBORS INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,6129707000,1922322000,5166605000,411744000,0.0797
CLEAN HARBORS INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,5653699000,1513887000,3805566000,203247000,0.0534
CLEAN HARBORS INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2020,12/31/2020,4131520000,1341551000,3144097000,134837000,0.0429
WASTE MANAGEMENT INC,4953,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,32823000000,6903000000,20426000000,2304000000,0.1128
WASTE MANAGEMENT INC,4953,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,31367000000,6849000000,19698000000,2238000000,0.1136
WASTE MANAGEMENT INC,4953,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,29097000000,7124000000,17931000000,1816000000,0.1013
WASTE MANAGEMENT INC,4953,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2020,12/31/2020,29345000000,7452000000,15218000000,1496000000,0.0983
SCOTTS MIRACLE-GRO CO,2870,Chemical & Allied Products,Manufacturing,930,2021,9/30/2021,4800000000,1013300000,4925000000,512500000,0.1041
ORRSTOWN FINANCIAL SERVICES INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,3064240000,265056000,19479000,35663000,1.8308
ORRSTOWN FINANCIAL SERVICES INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,2922408000,228896000,19464000,22037000,1.1322
ORRSTOWN FINANCIAL SERVICES INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,2834565000,271656000,18933000,32881000,1.7367
ORRSTOWN FINANCIAL SERVICES INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,2750572000,246249000,17116000,26463000,1.5461
EDISON INTERNATIONAL,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,81758000000,15501000000,16338000000,1197000000,0.0733
EDISON INTERNATIONAL,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,78041000000,15621000000,17220000000,612000000,0.0355
EDISON INTERNATIONAL,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,74745000000,15888000000,14905000000,759000000,0.0509
MICROCHIP TECHNOLOGY INC,3674,Electronic & Other Electric Equipment,Manufacturing,331,2023,3/31/2024,15873200000,6657800000,7634400000,1906900000,0.2498
MICROCHIP TECHNOLOGY INC,3674,Electronic & Other Electric Equipment,Manufacturing,331,2022,3/31/2023,16370300000,6513600000,8438700000,2237700000,0.2652
MICROCHIP TECHNOLOGY INC,3674,Electronic & Other Electric Equipment,Manufacturing,331,2021,3/31/2022,16199500000,5894800000,6820900000,1285500000,0.1885
MICROCHIP TECHNOLOGY INC,3674,Electronic & Other Electric Equipment,Manufacturing,331,2020,3/31/2021,16478800000,5337100000,5438400000,349400000,0.0642
SLEEP NUMBER CORP,2510,Furniture & Fixtures,Manufacturing,1231,2023,12/31/2023,950880000,-441928000,1887482000,-15287000,-0.0081
SLEEP NUMBER CORP,2510,Furniture & Fixtures,Manufacturing,1231,2022,12/31/2022,953936000,-438177000,2114297000,36610000,0.0173
SLEEP NUMBER CORP,2510,Furniture & Fixtures,Manufacturing,1231,2021,12/31/2021,919540000,-424953000,2184949000,153746000,0.0704
SLEEP NUMBER CORP,2510,Furniture & Fixtures,Manufacturing,1231,2020,12/31/2020,800136000,-223978000,1856555000,139189000,0.0750
"EAGLE PHARMACEUTICALS, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,406160000,233560000,316610000,35642000,0.1126
"EAGLE PHARMACEUTICALS, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,253732000,176453000,171546000,-8627000,-0.0503
"EAGLE PHARMACEUTICALS, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,253190000,186011000,187802000,11989000,0.0638
"CLEANSPARK, INC.",6199,Nondepository Institutions,"Finance, Insurance, & Real Estate",930,2023,9/30/2023,761578000,677227000,168408000,-136589000,-0.8111
REGAL REXNORD CORP,3621,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,15431400000,6344300000,6250700000,-57400000,-0.0092
REGAL REXNORD CORP,3621,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,10268900000,6388200000,5217900000,488900000,0.0937
REGAL REXNORD CORP,3621,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,10281600000,6311900000,3810300000,209900000,0.0551
REGAL BELOIT CORP,3621,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,4589000000,2544400000,2907000000,189300000,0.0651
WEINGARTEN REALTY INVESTORS /TX/,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,3961400000,1618773000,433917000,112149000,0.2585
WSFS FINANCIAL CORP,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,19914755000,2205113000,963949000,222375000,0.2307
WSFS FINANCIAL CORP,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,15777327000,1939099000,641849000,271442000,0.4229
WSFS FINANCIAL CORP,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,14333914000,1791726000,715430000,114774000,0.1604
STARBUCKS CORP,5810,Eating & Drinking Places,Retail Trade,930,2023,9/30/2023,29445500000,-7994800000,35975600000,4124500000,0.1146
STARBUCKS CORP,5810,Eating & Drinking Places,Retail Trade,930,2022,9/30/2022,27978400000,-8706600000,32250300000,3281600000,0.1018
STARBUCKS CORP,5810,Eating & Drinking Places,Retail Trade,930,2021,9/30/2021,31392600000,-5321200000,29060600000,4199300000,0.1445
CHASE CORP,3640,Electronic & Other Electric Equipment,Manufacturing,831,2023,8/31/2023,600806000,408306000,404015000,33182000,0.0821
CHASE CORP,3640,Electronic & Other Electric Equipment,Manufacturing,831,2022,8/31/2022,611580000,372829000,325660000,44671000,0.1372
CHASE CORP,3640,Electronic & Other Electric Equipment,Manufacturing,831,2021,8/31/2021,404159000,344324000,293336000,44920000,0.1531
CITIGROUP INC,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,2.41183E+12,2.05453E+11,78462000000,9228000000,0.1176
CITIGROUP INC,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,2.41668E+12,2.01189E+11,75338000000,14845000000,0.1970
CITIGROUP INC,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,2.29141E+12,2.01972E+11,71884000000,21952000000,0.3054
CITIGROUP INC,6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,2.26009E+12,1.99442E+11,74298000000,11047000000,0.1487
FREEPORT-MCMORAN INC,1000,"Metal, Mining",Mining,1231,2023,12/31/2023,52506000000,16693000000,22855000000,1848000000,0.0809
FREEPORT-MCMORAN INC,1000,"Metal, Mining",Mining,1231,2022,12/31/2022,51093000000,15555000000,22780000000,3468000000,0.1522
FREEPORT-MCMORAN INC,1000,"Metal, Mining",Mining,1231,2021,12/31/2021,48022000000,13980000000,22845000000,4306000000,0.1885
FREEPORT-MCMORAN INC,1000,"Metal, Mining",Mining,1231,2020,12/31/2020,42144000000,10174000000,14198000000,599000000,0.0422
TETRA TECH INC,8711,Engineering & Management Services,Services,930,2023,9/30/2023,3820477000,1403433000,4522550000,273420000,0.0605
TETRA TECH INC,8711,Engineering & Management Services,Services,930,2022,9/30/2022,2622776000,1183087000,3504048000,263125000,0.0751
TETRA TECH INC,8711,Engineering & Management Services,Services,930,2021,9/30/2021,2576562000,1234238000,3213513000,232810000,0.0724
IDEX CORP /DE/,3561,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,5865200000,3541400000,3273900000,596100000,0.1821
IDEX CORP /DE/,3561,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,5511900000,3039300000,3181900000,586900000,0.1844
IDEX CORP /DE/,3561,Industrial Machinery & Equipment,Manufacturing,1231,2021,12/31/2021,4917200000,2803100000,2764800000,449400000,0.1625
IDEX CORP /DE/,3561,Industrial Machinery & Equipment,Manufacturing,1231,2020,12/31/2020,4414398000,2540203000,2351646000,377778000,0.1606
SIGNET JEWELERS LTD,5944,Miscellaneous Retail,Retail Trade,131,2023,1/31/2024,6813200000,2166500000,7171100000,810400000,0.1130
SIGNET JEWELERS LTD,5944,Miscellaneous Retail,Retail Trade,131,2022,1/31/2023,6620400000,1578600000,7842100000,376700000,0.0480
SIGNET JEWELERS LTD,5944,Miscellaneous Retail,Retail Trade,131,2021,1/31/2022,6575100000,1564000000,7826000000,769900000,0.0984
SIGNET JEWELERS LTD,5944,Miscellaneous Retail,Retail Trade,131,2020,1/31/2021,6178900000,1190300000,5226900000,-15200000,-0.0029
JOHNSON CONTROLS INTERNATIONAL PLC,3585,Industrial Machinery & Equipment,Manufacturing,930,2023,9/30/2023,42242000000,16545000000,26793000000,1849000000,0.0690
JOHNSON CONTROLS INTERNATIONAL PLC,3585,Industrial Machinery & Equipment,Manufacturing,930,2022,9/30/2022,42158000000,16268000000,25299000000,1532000000,0.0606
JOHNSON CONTROLS INTERNATIONAL PLC,7380,Business Services,Services,930,2021,9/30/2021,41890000000,17562000000,23668000000,1637000000,0.0692
POWER INTEGRATIONS INC,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,819868000,752241000,444538000,55735000,0.1254
POWER INTEGRATIONS INC,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,840096000,755216000,651138000,170851000,0.2624
POWER INTEGRATIONS INC,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,1014487000,912032000,703277000,164413000,0.2338
POWER INTEGRATIONS INC,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,903339000,810411000,488318000,71176000,0.1458
MGP INGREDIENTS INC,5180,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2023,12/31/2023,1392348000,850492000,836523000,107475000,0.1285
MGP INGREDIENTS INC,5180,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2022,12/31/2022,1158211000,746724000,782358000,109462000,0.1399
MGP INGREDIENTS INC,5180,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2021,12/31/2021,1041467000,644755000,626720000,91307000,0.1457
MGP INGREDIENTS INC,5180,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2020,12/31/2020,366575000,262526000,395521000,40345000,0.1020
LINDSAY CORP,3523,Industrial Machinery & Equipment,Manufacturing,831,2023,8/31/2023,745660000,455651000,674084000,72379000,0.1074
LINDSAY CORP,3523,Industrial Machinery & Equipment,Manufacturing,831,2022,8/31/2022,710653000,393358000,770743000,65469000,0.0849
LINDSAY CORP,3523,Industrial Machinery & Equipment,Manufacturing,831,2021,8/31/2021,637185000,338445000,567646000,42572000,0.0750
TOPGOLF CALLAWAY BRANDS CORP.,3949,Miscellaneous Manufacturing Industries,Manufacturing,1231,2023,12/31/2023,9120600000,3878200000,4284800000,95000000,0.0222
TOPGOLF CALLAWAY BRANDS CORP.,3949,Miscellaneous Manufacturing Industries,Manufacturing,1231,2022,12/31/2022,8590400000,3774300000,3995700000,157900000,0.0395
CALLAWAY GOLF CO,3949,Miscellaneous Manufacturing Industries,Manufacturing,1231,2021,12/31/2021,7747780000,3682902000,3133447000,321988000,0.1028
"IDEANOMICS, INC.",3711,Transportation Equipment,Manufacturing,1231,2022,12/31/2022,242801000,132125000,100936000,-260692000,-2.5827
"IDEANOMICS, INC.",3711,Transportation Equipment,Manufacturing,1231,2021,12/31/2021,473437000,363027000,114080000,-256011000,-2.2441
"FIRSTCASH HOLDINGS, INC.",5900,Miscellaneous Retail,Retail Trade,1231,2023,12/31/2023,4289915000,1996418000,3151796000,219301000,0.0696
"FIRSTCASH HOLDINGS, INC.",5900,Miscellaneous Retail,Retail Trade,1231,2022,12/31/2022,3904867000,1879766000,2728942000,253495000,0.0929
"FIRSTCASH HOLDINGS, INC.",5900,Miscellaneous Retail,Retail Trade,1231,2021,12/31/2021,3836452000,1808127000,1698965000,124909000,0.0735
"FIRSTCASH, INC",5900,Miscellaneous Retail,Retail Trade,1231,2020,12/31/2020,2372197000,1283815000,1631284000,106579000,0.0653
RITE AID CORP,5912,Miscellaneous Retail,Retail Trade,228,2022,2/28/2023,7527362000,-641776000,24091899000,-749936000,-0.0311
RITE AID CORP,5912,Miscellaneous Retail,Retail Trade,228,2021,2/28/2022,8529003000,99033000,24568255000,-538478000,-0.0219
RITE AID CORP,5912,Miscellaneous Retail,Retail Trade,228,2020,2/28/2021,9335404000,615154000,24043240000,-90909000,-0.0038
BIO-TECHNE CORP,2836,Chemical & Allied Products,Manufacturing,630,2024,6/30/2024,2703867000,2068850000,1159060000,168105000,0.1450
BIO-TECHNE CORP,2836,Chemical & Allied Products,Manufacturing,630,2023,6/30/2023,2638692000,1966516000,1136702000,285263000,0.2510
BIO-TECHNE CORP,2836,Chemical & Allied Products,Manufacturing,630,2022,6/30/2022,2294805000,1701770000,1105599000,272051000,0.2461
BIO-TECHNE CORP,2836,Chemical & Allied Products,Manufacturing,630,2021,6/30/2021,2262957000,1562971000,931032000,140410000,0.1508
LEAR CORP,3714,Transportation Equipment,Manufacturing,1231,2023,12/31/2023,14695500000,4918800000,23466900000,572500000,0.0244
LEAR CORP,3714,Transportation Equipment,Manufacturing,1231,2022,12/31/2022,13763000000,4678800000,20891500000,327700000,0.0157
LEAR CORP,3714,Transportation Equipment,Manufacturing,1231,2021,12/31/2021,13352400000,4643400000,19263100000,373900000,0.0194
LEAR CORP,3714,Transportation Equipment,Manufacturing,1231,2020,12/31/2020,13198600000,4467300000,17045500000,158500000,0.0093
RPT REALTY,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,1946439000,960513000,217656000,84050000,0.3862
RPT REALTY,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,1902079000,876944000,213488000,68639000,0.3215
RPT REALTY,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,1950040000,782394000,191712000,-10233000,-0.0534
RLI CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,5180221000,1413514000,1511994000,304611000,0.2015
RLI CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,4767068000,1177341000,1697992000,583411000,0.3436
RLI CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,4508302000,1229361000,1179245000,279354000,0.2369
RLI CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,3938485000,1135978000,983626000,157091000,0.1597
TRIMAS CORP,3460,Fabricated Metal Products,Manufacturing,1231,2023,12/31/2023,1341660000,682950000,893550000,40360000,0.0452
TRIMAS CORP,3460,Fabricated Metal Products,Manufacturing,1231,2022,12/31/2022,1305000000,651830000,883830000,66170000,0.0749
TRIMAS CORP,3460,Fabricated Metal Products,Manufacturing,1231,2021,12/31/2021,1303640000,630850000,857110000,57310000,0.0669
TRIMAS CORP,3460,Fabricated Metal Products,Manufacturing,1231,2020,12/31/2020,1193880000,584250000,769970000,-79760000,-0.1036
ZYNEX INC,3845,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,136904000,46129000,184322000,9732000,0.0528
ZYNEX INC,3845,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,116466000,66358000,158167000,17048000,0.1078
"DIME COMMUNITY BANCSHARES, INC. /NY/",6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,13636005000,1226225000,16437000,96094000,5.8462
"DIME COMMUNITY BANCSHARES, INC. /NY/",6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,13189921000,1169583000,16206000,152556000,9.4136
"DIME COMMUNITY BANCSHARES, INC. /NY/",6021,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,12066364000,1192620000,15998000,103996000,6.5006
LAKELAND BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,11138567000,1169369000,2450000,84740000,34.5878
LAKELAND BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,10783840000,1108587000,3050000,107369000,35.2030
ROGERS CORP,2821,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,1517200000,1259000000,908400000,56600000,0.0623
